,img_name,labels
6162,C__b54570a1bf18e52ed4c5f7d2ed152a36.png,7
9996,ave-0206-0016.png,3
6835,C__fedc9c6d923254583239a8b0cdeb7c7a.png,2
9009,Ta02238.png,0
15753,vwg-0967-0009.png,3
8705,Ta01843.png,0
4377,B__e297452f233c5d90074f03536777123c.png,6
4846,C__12b431dfa6676fee58998e4edb0e6e3b.png,2
11793,ave-0525-0009.png,3
8773,Ta01947.png,0
2543,B__198bc7deab573af023a27e7b516e507b.png,7
14570,vwg-0686-0002.png,3
5398,C__5b6f02f3937e830e859629bd427862d2.png,1
11885,ave-0540-0043.png,3
2563,B__1c87c8eee1fa1bd218c112f3af0ddd5a.png,6
2423,B__0c43b81b71949fb0ff8c18f3faa05356.png,1
7230,D__42c0204603f64dc8a196ce3fc6220e64.png,7
7724,D__934c5d21ca6b279cb45afdc9667d302f.png,7
15413,vwg-0847-0001.png,3
12252,vwg-0012-0015.png,3
11543,ave-0464-0013.png,3
13336,vwg-0346-0006.png,3
7083,D__26b3623c9c240b1aa23bbd102d3b3d06.png,-1
15149,vwg-0796-0022.png,3
5804,C__8d370857ce7427ac599acb7ddb39d759.png,1
16881,vwg-1308-0008.png,3
15837,vwg-1116-0007.png,3
10475,ave-0269-0002.png,3
9284,ave-0057-0012.png,3
1360,A__94b776f110ed6e72c9c2cedebec29ab6.png,7
12242,vwg-0009-0013.png,3
12349,vwg-0025-0015.png,3
2403,B__09b4d60fd1042fe677796f755212c903.png,7
16936,vwg-1314-0009.png,3
7827,D__a43315c8db61b118d3fbd87ecc0a6f60.png,7
8670,Ta01779.png,0
3784,B__a2c41c19d0d8d58dc9a22ef4ffcfe5e3.png,2
1706,A__b9988424aa21822a90bf44a41e279fac.png,7
9468,ave-0104-0013.png,3
2512,B__1607a33fcf6f3a86af71285be1c68ca7.png,5
2698,B__2e4918354db25620f7d8899768b1ff7d.png,2
287,A__1eab3cb7520d3275c53806e3742b54e4.png,7
11434,ave-0362-0021.png,3
6077,C__ac47c45daa4cb4d8b76f8af948c4725d.png,7
11625,ave-0502-0012.png,3
2672,B__2b5b0b1a807b9ac7e04fb72a2af4c04e.png,7
977,A__66d75c49bddf3b805a23f661c05a9e87.png,7
10110,ave-0225-0009.png,3
13924,vwg-0586-0008.png,3
11934,ave-0540-0092.png,3
5885,C__975b860e1f265dfdd941069edffda8fd.png,6
12022,ave-0546-0004.png,3
3890,B__b00cb6bb041138beda421b6473604a69.png,7
4611,B__f7917546cb7f64859709332036bb2825.png,4
8023,Ta00074.png,0
7055,D__21e42254ae531b0708592056c306a4d5.png,5
11576,ave-0479-0005.png,3
12972,vwg-0171-0006.png,3
4646,B__fb485baeaa75c2fb914d15e6e9ed8af4.png,7
10159,ave-0234-0004.png,3
9021,Ta02250.png,0
17148,vwg-1353-0003.png,3
13573,vwg-0444-0006.png,3
10675,ave-0296-0002.png,3
7929,D__b68082e984a5d0623c196adb84f80da8.png,7
592,A__3c080226dd1488246ac46a2255cdcd1c.png,-1
9532,ave-0117-0011.png,3
7154,D__35ce4a1e3fefd4daaddc1bf032a60a46.png,4
10592,ave-0288-0020.png,3
16749,vwg-1291-0003.png,3
1121,A__7944342d703b44b8cfbcc44786067bc6.png,6
438,A__2be02815139dc1c733d78dac58ed16e7.png,6
3043,B__533187cf6abcd120b5fab2e27b9e376e.png,1
3173,B__60f2d6f6019123eaf2da5d118a4e819e.png,1
14762,vwg-0714-0018.png,3
3560,B__8a26ab8e9531eedd15a0a6f4e4c399f7.png,6
10589,ave-0288-0017.png,3
7482,D__6ec3ca1215b788361c5802a3d496072c.png,7
7070,D__249160dfd61f756d4454492534bcec29.png,6
498,A__324377a4a4085ac7bbb2b9b67f8f9b6e.png,1
8206,Ta00620.png,0
9998,ave-0206-0020.png,3
15812,vwg-0983-0019.png,3
2141,A__ec58cb418239aee934d1b93826481222.png,6
9500,ave-0110-0017.png,3
15695,vwg-0936-0004.png,3
17093,vwg-1340-0004.png,3
8108,Ta00309.png,0
5984,C__a2fcd0af2c563292fb56d00421f64921.png,6
8622,Ta01663.png,0
2060,A__e2087593f867cad180add337d2049694.png,2
16019,vwg-1226-0003.png,3
5316,C__4fd3891ddcb76d51a5e83accbb9ae8e1.png,7
5355,C__55b1e23d641c767ff1aacadd81804ed8.png,7
4785,C__0c7565b8aa9e98ba1d3150e08fede7fb.png,-1
6164,C__b575201ab035a80c051e03e39980024f.png,6
158,A__0f92580b3e883ce51a0fe3a4ac457f51.png,1
2172,A__efc62eadaed793659ab9cae4bc975b62.png,7
8845,Ta02014.png,0
9420,ave-0079-0014.png,3
9341,ave-0067-0012.png,3
2561,B__1c04222d4619d1f0f29991a4f929c044.png,7
9085,Ta02322.png,0
4957,C__20885f03dd18e86f5506230ae3f362d9.png,7
10679,ave-0296-0006.png,3
11134,ave-0337-0007.png,3
9887,ave-0190-0004.png,3
14094,vwg-0593-0029.png,3
5096,C__3211f4f276569b7f24e27d3dde7072d6.png,7
15885,vwg-1170-0012.png,3
16339,vwg-1253-0012.png,3
6303,C__c570a7134b544f096c9797cd2aba1381.png,6
3745,B__9e9a2a1e2b16a434a35eaac19692416f.png,6
12529,vwg-0054-0018.png,3
13646,vwg-0477-0002.png,3
11877,ave-0540-0035.png,3
8831,Ta02003.png,0
13874,vwg-0583-0004.png,3
11896,ave-0540-0054.png,3
8092,Ta00243.png,0
12455,vwg-0043-0015.png,3
5887,C__97a250ca1aa8cf53dd0790b3da3dcfe0.png,7
2922,B__45cd0860e4a82f5bdf269d54af2c61c4.png,6
13213,vwg-0287-0004.png,3
11075,ave-0331-0006.png,3
7633,D__875a80150c347a9c7faed7655ac06c11.png,7
119,A__0af6be15187b5911feee7914b79ef760.png,2
5682,C__7dea096364ea670f04e755a467f780ee.png,1
9699,ave-0140-0019.png,3
9641,ave-0131-0005.png,3
2237,A__f65b3b6512f896006d0844f8208289ce.png,7
5278,C__495a63ccbfeec4ea3af4dec71d850791.png,7
9215,ave-0042-0017.png,3
4235,B__d49129a93b2b3f560755d38c3896bea6.png,7
10286,ave-0250-0013.png,3
7702,D__8fe5d2ca8778c43f415fade46a2b29e4.png,1
4653,B__fbee95f7643c963bf6939403934f7d04.png,1
11994,ave-0544-0016.png,3
15199,vwg-0802-0001.png,3
7223,D__40ffc63d4699c8bbc1aff5fa2984ed47.png,1
12976,vwg-0173-0007.png,3
3258,B__682ed0169f0c36ecfaae80760e9c5e31.png,1
1967,A__d7f4230b57d48225e8496ff606168bd0.png,7
17109,vwg-1343-0002.png,3
3969,B__b95b2088a335427bbed15baf96c97782.png,6
13891,vwg-0585-0014.png,3
7910,D__b23cfef7866cfd105dff06c3e4c420d9.png,6
6156,C__b4a567ebb205950d3d661e340d819d45.png,7
7530,D__77ae9562b5a8c8b5af081d58d1540dde.png,6
15386,vwg-0842-0016.png,3
13376,vwg-0379-0024.png,3
7882,D__ad824259db28014fb834dfa88ad050a6.png,1
1970,A__d821c6b27a463d2dbeff21d7ad74b8b9.png,7
16429,vwg-1260-0012.png,3
7604,D__833cb0d413aa11603dc0b8d77de041cb.png,5
2154,A__ed9a240c761079b026992fdc0603d640.png,7
13337,vwg-0357-0001.png,3
11870,ave-0540-0028.png,3
8901,Ta02085.png,0
10259,ave-0249-0006.png,3
7520,D__75662cd141ea705b51ff569a14e8c6e7.png,7
2926,B__462216c39bd0062675a3b8108f3d9a64.png,7
2577,B__1e5fb4314d030abcd7158c15dd121a14.png,1
5498,C__65521c96d8986968e4f2bd0901302c19.png,6
2010,A__dd13ff4f4a6b94de4e8afd2d6b0c96d3.png,7
16569,vwg-1273-0015.png,3
1994,A__db28a10dc42480329c50ee180873f9b8.png,6
13515,vwg-0425-0010.png,3
12632,vwg-0089-0003.png,3
205,A__1589b1e5364a4514ad865597f77c51be.png,7
301,A__1f62bcc4b0cc7ed17609a93200ae408a.png,-1
405,A__27ed4dd932075cbedbe6bca94d1fa3a2.png,7
16618,vwg-1277-0007.png,3
8684,Ta01803.png,0
612,A__3fbb48f86b2272bf8c2b1f90cfceb991.png,7
9358,ave-0069-0009.png,3
12996,vwg-0179-0002.png,3
4928,C__1ce10281bec6ecc8f43b79c86d877a1c.png,1
11017,ave-0325-0027.png,3
14068,vwg-0590-0041.png,3
12764,vwg-0133-0003.png,3
14074,vwg-0590-0050.png,3
11342,ave-0358-0015.png,3
15871,vwg-1165-0009.png,3
17064,vwg-1335-0002.png,3
3288,B__6bebfb5068d09203cda7870b6380ed4c.png,6
159,A__0fabfb84e82b5b7047bc728608191140.png,7
10049,ave-0210-0020.png,3
12681,vwg-0098-0009.png,3
11422,ave-0362-0009.png,3
14470,vwg-0661-0017.png,3
3783,B__a2c3767a5f58291a30f9e12b789300e7.png,2
6425,C__d2bd2aba4959a0c13b4b4bbb121945f8.png,7
13194,vwg-0284-0006.png,3
12377,vwg-0030-0012.png,3
16784,vwg-1295-0006.png,3
286,A__1e8c0c0d6224175428a1d192c50f0f9e.png,6
12552,vwg-0061-0017.png,3
5826,C__908f72cd08afb579080ad684ca29d930.png,1
1544,A__a8a34aae71b6cf7d64fe0ea5c563cc73.png,7
3654,B__941e6249ce8716e4ebb69b1c1d134ee8.png,7
15532,vwg-0863-0015.png,3
11272,ave-0349-0009.png,3
7890,D__ae8aa8ac8b45318d1f1f93c11847202c.png,5
3124,B__5b62213c4941d84c93ed2e0f11181b33.png,7
12729,vwg-0118-0003.png,3
2144,A__ecd0bcb8c7ef7592b3199ef2dce0e193.png,7
2057,A__e1c4f54788bfb9a5586161a7ace207b4.png,2
15739,vwg-0966-0004.png,3
16978,vwg-1320-0006.png,3
8103,Ta00265.png,0
8087,Ta00232.png,0
8271,Ta00800.png,0
12266,vwg-0018-0014.png,3
13707,vwg-0509-0001.png,3
340,A__22f6159480eabee136db0ee105d94352.png,7
16314,vwg-1251-0003.png,3
4842,C__126d9699cb6e5489f73cee09f1895501.png,7
12089,ave-0586-0003.png,3
8701,Ta01838.png,0
14315,vwg-0640-0019.png,3
13365,vwg-0375-0009.png,3
1974,A__d88a44afdbbf140b75bd489f6ce384a4.png,7
8826,Ta01995_6_8_17.png,0
5812,C__8e1d5fd2b695d2c32f21c5e2a4aa5b7a.png,6
6101,C__aeb5a6191ced48d7d40c3c84f537a73b.png,6
5405,C__5be404e3751b2fa06f59c991e1428a0e.png,6
8468,Ta01368.png,0
14010,vwg-0589-0021.png,3
12492,vwg-0050-0001.png,3
11190,ave-0342-0014.png,3
8084,Ta00218.png,0
9437,ave-0082-0008.png,3
13888,vwg-0585-0011.png,3
8886,Ta02069_6_8_17.png,0
5136,C__37d1420e84a3c8539efdd5bae142ef2a.png,7
9855,ave-0186-0007.png,3
14050,vwg-0590-0021.png,3
5257,C__4731ca2f006bfd47eae81f810fd61a28.png,7
9434,ave-0081-0008.png,3
17146,vwg-1350-0004.png,3
9520,ave-0112-0013.png,3
11659,ave-0506-0006.png,3
7370,D__5a7f80ac5bf680481744b59a85fbea66.png,6
4655,B__fc1e69a38f9f65d34d96d2ea220480f1.png,6
15204,vwg-0802-0009.png,3
9403,ave-0076-0011.png,3
2633,B__25d6af69ab782fec3d8a6674f95e2da2.png,7
16400,vwg-1258-0008.png,3
1628,A__b10c3111a4d2c04b2d6f7b6d8a326f99.png,1
9580,ave-0123-0018.png,3
11107,ave-0334-0009.png,3
1331,A__9121d680010f5bc1f83ae03b641b2a65.png,7
11515,ave-0432-0006.png,3
9941,ave-0197-0020.png,3
3603,B__8e2871423521e490424aa964f04c9e39.png,6
11310,ave-0356-0005.png,3
3802,B__a51d24c48695cb8cd1ad898459ca1843.png,7
12219,vwg-0007-0016.png,3
12830,vwg-0142-0011.png,3
16349,vwg-1254-0006.png,3
7940,D__b827dc9ef558dbe2fa7bfebbe135d3ec.png,6
16555,vwg-1272-0015.png,3
14428,vwg-0653-0014.png,3
416,A__28eb05645f2a73334c91c6652a304426.png,7
1467,A__a0035e9439cde55b9dec6fc9a4136443.png,2
1200,A__82f6e38a40b0d59dc3a662478994c9fc.png,1
13244,vwg-0294-0013.png,3
2005,A__dc900d190d702cded621c71e2135dfce.png,7
13315,vwg-0328-0009.png,3
6388,C__ce4f32aa20835cca8ccd294d7d39ceb8.png,1
3613,B__8f6f22948c3592a661cec5b15d56656c.png,7
11163,ave-0340-0007.png,3
1832,A__c7e919eaba095d3d7f23a5f1545b7aa4.png,5
12513,vwg-0054-0001.png,3
4712,C__03539e35790867f10e969c0f1e723bc2.png,6
15907,vwg-1218-0011.png,3
13885,vwg-0585-0008.png,3
1167,A__7f5dac0c4cad550e391d689efebd3b3d.png,6
13847,vwg-0575-0005.png,3
3489,B__829ce88b26fa7522d00721784fb95ded.png,6
7145,D__33b3ac343a714cb700585f4ff21eaa51.png,1
13304,vwg-0310-0016.png,3
4406,B__e53a9cd618e495ec24e194e87bbf7e4a.png,6
2285,A__fb2a405854f8d3f4df36e2dfbbf347a5.png,6
8587,Ta01595.png,0
13738,vwg-0516-0005.png,3
14250,vwg-0615-0062.png,3
17157,vwg-1358-0006.png,3
10237,ave-0247-0021.png,3
10462,ave-0267-0019.png,3
469,A__2ef198c0893981dae8ad3624f64e390b.png,7
10710,ave-0299-0006.png,3
11518,ave-0432-0009.png,3
3270,B__6925e11ad7ea38db44c63c2a94dff1e7.png,7
10000,ave-0207-0002.png,3
9288,ave-0057-0020.png,3
8490,Ta01410.png,0
2517,B__16eb133702ad719c88a947efcb200d9d.png,7
15284,vwg-0829-0014.png,3
1872,A__cc880a57e391d156f998df36d9de22d1.png,6
9937,ave-0197-0015.png,3
4897,C__199e9cf41978233a609e62f8143cf4f9.png,7
9880,ave-0189-0017.png,3
7049,D__213a55c685145251ecd25cc39655c73d.png,7
11416,ave-0362-0003.png,3
8617,Ta01655.png,0
714,A__4ba689bb4b4914e5b7fbe1018d63ac5e.png,1
3905,B__b2a143899233fc3dce5f6b62044bfd12.png,7
15350,vwg-0838-0020.png,3
12289,vwg-0021-0007.png,3
4326,B__ddfaa49156bf77c10645259bbb004efe.png,7
11530,ave-0432-0021.png,3
10080,ave-0219-0027.png,3
15231,vwg-0805-0014.png,3
2496,B__13bce670f0bf1f461ff1366074205fdd.png,7
9797,ave-0157-0019.png,3
8102,Ta00264.png,0
5971,C__a198c1c513d8769cdb847a974b6656da.png,6
2268,A__fa1b95530c51cbcfda579dec3ba28d1b.png,2
11960,ave-0543-0002.png,3
15002,vwg-0783-0009.png,3
8957,Ta02179.png,0
364,A__24a3f99229ac510a13b4481f9c19cddf.png,7
6070,C__abaa7cbcd1ed7e381eb5cd64d10474df.png,7
300,A__1f531e38308e030fa2c279f7d138add7.png,1
137,A__0d4f98ac6a2b27fcb4d0538628fd7336.png,2
6167,C__b5df512655963f522426c9a98f30b568.png,7
9396,ave-0075-0018.png,3
8484,Ta01399.png,0
3541,B__87de278339fcdcd937163e95fdccba1e.png,7
9092,Ta02325_6_8_17.png,0
10825,ave-0309-0007.png,3
5764,C__87cc6a40c41ae76f0cfae3acd968f267.png,7
15947,vwg-1221-0010.png,3
1986,A__da4d9621afd55525877c7c03baca0a0d.png,7
5011,C__2691587841350219084aa5a02a7d5191.png,6
7356,D__580f2cd89a3238795ea5fc35a95f006b.png,-1
1409,A__99fd93f10c5022c001d80ef886a7fae1.png,1
9793,ave-0157-0014.png,3
11051,ave-0327-0021.png,3
16616,vwg-1277-0004.png,3
3020,B__507aff101f7db1664a12ee36dc46cb01.png,4
10289,ave-0250-0016.png,3
16146,vwg-1235-0005.png,3
14374,vwg-0646-0009.png,3
9101,Ta02337.png,0
16324,vwg-1252-0009.png,3
14750,vwg-0713-0020.png,3
5530,C__6b50adfab6d34fb47c0cb84495702cfb.png,5
14229,vwg-0615-0039.png,3
11805,ave-0525-0021.png,3
14564,vwg-0685-0016.png,3
216,A__1682177d92c18fa29f15c73587777617.png,5
10190,ave-0241-0006.png,3
12771,vwg-0135-0002.png,3
7748,D__978cf972055aabc4103537d716ad1d18.png,6
11239,ave-0346-0013.png,3
1226,A__8639cb0b82637fbfbb42948beefb8cfe.png,6
9593,ave-0125-0018.png,3
13728,vwg-0513-0007.png,3
4567,B__f3c85df1926195ee3c9d9bf1f1ddf3a0.png,7
1168,A__7f81d54e9d5ff073e70ff120e3ddb36d.png,6
2666,B__2aaa12b049e0fbbdf3ef970d87499eba.png,7
6704,C__f1bb796373f57e9ba84b1f31ca4852c6.png,5
16184,vwg-1237-0012.png,3
13880,vwg-0585-0003.png,3
8612,Ta01644.png,0
7483,D__6f136a898aafc585ba138319ffe863a7.png,6
12341,vwg-0025-0004.png,3
11540,ave-0464-0010.png,3
348,A__237ad49d5f9646a6f290bd0b5fe0355f.png,7
8810,Ta01980_6_8_17.png,0
2718,B__2faeb1fc29453abd747ef9aa56b019f6.png,6
9007,Ta02237.png,0
12368,vwg-0028-0005.png,3
15014,vwg-0784-0010.png,3
13384,vwg-0380-0032.png,3
9949,ave-0199-0009.png,3
16764,vwg-1292-0009.png,3
2845,B__3cf395858a8df00c38e7ee1d16280b6c.png,7
8284,Ta00872.png,0
12268,vwg-0018-0020.png,3
1323,A__9003e70efff4d9fea191f5ab9d1f9c67.png,6
12046,ave-0554-0020.png,3
11031,ave-0326-0013.png,3
3825,B__a7a51fb1e32fe0675bceaa1a9cefbf62.png,-1
11679,ave-0507-0015.png,3
1295,A__8c98b2744ba5ed8ffe573cb3762468a0.png,5
9670,ave-0138-0013.png,3
4225,B__d2c8c2da63a5c662d6b69345308f6f48.png,7
6369,C__cd1fa63d2a85e24ff08d16bd2f387765.png,1
16843,vwg-1304-0010.png,3
6351,C__ca64c44d776ee9b5008820bfa02b5002.png,7
3551,B__88eb85200a4fc71d0496b53ca3d996a8.png,1
8288,Ta00879.png,0
13999,vwg-0589-0002.png,3
171,A__11d9393c148a8c3471fe16d1ec4078d6.png,1
5697,C__800ca7338f25dede36061c6f3b7aa128.png,1
16490,vwg-1266-0003.png,3
16047,vwg-1227-0014.png,3
15942,vwg-1221-0005.png,3
14302,vwg-0640-0001.png,3
7502,D__71dbe95a837c3e327391e8632c8a8971.png,7
3418,B__7b8dd79da0808df2538c4136ed7f6e3e.png,-1
4484,B__ed67c257f9b763b65500c4d439ae6724.png,7
3491,B__82cf40cf383a9aab55efb28be6abb1e1.png,6
688,A__491e58e34846f9c7887f75a9e6e81752.png,7
12822,vwg-0142-0001.png,3
4171,B__ce6918ccb4a4d9d8248b9da47b4e294c.png,7
4621,B__f8c7437b17e14dfe9002d091d4105ec3.png,7
11671,ave-0507-0007.png,3
11237,ave-0346-0011.png,3
7579,D__7ed404e3a0c139c92abf82bf7cebff63.png,-1
3366,B__757d06d9c02d0bf636dafeecd52ffb4a.png,7
4104,B__c8505295d875ed4cd10e5114835b1b79.png,-1
13683,vwg-0497-0011.png,3
335,A__2238db2025f9223c12d3c2340c130bf2.png,5
7020,D__1c78195a946ddd2fbc299d8d7a1b8770.png,-1
1356,A__944e2592142978fe649f9f01ad953b2b.png,6
8806,Ta01977_6_8_17.png,0
4333,B__deecbc5258abaf49f22ede8a5046bd5a.png,7
6724,C__f3b4975df60fdbab79ef50a5e408ea6d.png,7
16619,vwg-1277-0008.png,3
9976,ave-0203-0006.png,3
5429,C__5e69e74161eed098128bd49629ae0e6c.png,-1
11932,ave-0540-0090.png,3
13218,vwg-0287-0015.png,3
15568,vwg-0881-0015.png,3
11652,ave-0503-0019.png,3
12897,vwg-0152-0007.png,3
12848,vwg-0147-0001.png,3
1054,A__70ed66558af9a2cc2d02787006237379.png,6
4348,B__dfe52aee2a9637c65c29da2d401e891e.png,-1
1495,A__a269eb611132b3e6966e885b27388f71.png,-1
454,A__2d31f81f01b1850f53bc33e46304e972.png,-1
15776,vwg-0970-0003.png,3
16381,vwg-1256-0010.png,3
3112,B__5a3f83e5d394bd661a7d6e3763b4be74.png,2
8713,Ta01860.png,0
9224,ave-0047-0002.png,3
2568,B__1d0b41fa16cc775b864e6f7c77e66128.png,7
5325,C__5118c56b21b86cf60e33eeebc85e30ff.png,5
11816,ave-0526-0012.png,3
13179,vwg-0279-0002.png,3
3671,B__95ab8f9a5c9290c95d0479d3392afbb1.png,1
983,A__67bdc6dc7910df04c90f5a30ffa02a0b.png,6
7586,D__7fe349c8f720786abcccd892e8342277.png,1
289,A__1eb65028623bdb405fae01537b870178.png,-1
14808,vwg-0741-0014.png,3
11826,ave-0527-0006.png,3
9293,ave-0058-0009.png,3
14955,vwg-0778-0015.png,3
5772,C__893144ebfa695b5f5971acb5eba914c3.png,7
3769,B__a12edfcec8d15e63ca2abddf8399243b.png,6
5308,C__4e875c5516c10882768acb9c8f5134fc.png,5
9300,ave-0058-0017.png,3
12264,vwg-0018-0003.png,3
3239,B__666e5e4d031f9842f937be2a2cc7e94b.png,1
1443,A__9dfbfe7e0265222014cc2645e52c3a34.png,7
15069,vwg-0787-0031.png,3
637,A__43002a1f4f52d6349859beff74f970e1.png,1
4070,B__c4f44077c0cc9d62b938c38145964aa7.png,5
5600,C__7327b70bbd4b88d3d4e386a20dac7bd7.png,7
10550,ave-0279-0007.png,3
8870,Ta02050_6_8_17.png,0
1601,A__ae32112db2b6f1c28964409aeaf766da.png,7
6717,C__f2f07e3c606147949e88e4354ea48465.png,1
5985,C__a308795f71de987c43fc7584fe393150.png,4
881,A__5dca7ab107efdb9b4becf70a37ce3490.png,6
12431,vwg-0036-0025.png,3
16925,vwg-1313-0005.png,3
8872,Ta02057_6_8_17.png,0
10816,ave-0308-0011.png,3
277,A__1c187f89c82c98a9012eb7869f1f5282.png,1
6347,C__c9a24ce4c56e58ceabdf6d5576b6e8c1.png,6
1779,A__c1ba87fdd34ce232400aedffa738138f.png,7
7276,D__4ac1802734e58490163e7252caf1efe7.png,-1
3690,B__97ede9d3c4dd6757f3308215c06d7e24.png,-1
15087,vwg-0788-0021.png,3
14258,vwg-0615-0071.png,3
3590,B__8d4162a207b19fe2d39e4f886b3d831a.png,5
2183,A__f1a85ae47a88699417bb07d1f7f1967d.png,1
2720,B__2fe69c5afa6044ba79171f2325fce27b.png,1
4977,C__22e288750bf217565e5cf33126c9d1d4.png,7
14366,vwg-0644-0002.png,3
16092,vwg-1231-0015.png,3
10961,ave-0321-0006.png,3
3699,B__9895976a60fbc5d0e8f6158f0f740f7b.png,-1
7780,D__9d538c5bcb3b42adc9162118a3f61796.png,1
9608,ave-0126-0019.png,3
10658,ave-0294-0010.png,3
12792,vwg-0137-0007.png,3
10450,ave-0267-0007.png,3
5701,C__80a26cf3543b6519aa242639f84b9251.png,2
16210,vwg-1240-0003.png,3
8985,Ta02214.png,0
14738,vwg-0713-0005.png,3
1885,A__cd792a168e5d40f9281739775539bc20.png,7
6860,D__01880b7555aa2ef2df9b06b00af348a8.png,7
14120,vwg-0603-0003.png,3
16338,vwg-1253-0011.png,3
14163,vwg-0608-0033.png,3
2178,A__f0bfc117927389cbc51a65c32670f16c.png,7
4257,B__d7455bbf9d3fb39ce37fafa1853cc8b7.png,6
8592,Ta01604.png,0
4752,C__08200039101e90601520f87f171edc25.png,7
13109,vwg-0229-0012.png,3
13235,vwg-0293-0010.png,3
16808,vwg-1300-0005.png,3
8668,Ta01776.png,0
11443,ave-0362-0030.png,3
4374,B__e26affa0e3283f1b31179a0228da4b65.png,2
6022,C__a5d732827e29b6cf035ca5215f5201ee.png,7
11191,ave-0342-0015.png,3
3608,B__8ea95781eb9e10a28123d17f745dbde0.png,1
11284,ave-0353-0003.png,3
11435,ave-0362-0022.png,3
5898,C__9896a1c8606fe595b97d1d950c474ce0.png,1
3997,B__bbaf03e2764d08ae2d2239a87c053cd1.png,-1
13878,vwg-0585-0001.png,3
2383,B__07795b23b5e9d7282a1650a2f935075e.png,6
10726,ave-0301-0002.png,3
9476,ave-0109-0006.png,3
2036,A__df73e40ab97a9c9fe9e603f568dcfc64.png,6
2493,B__139b661dacf3fd5e4a2a5dbfbb267e9e.png,6
2368,B__0583fa416ede2113153390aa868dedb2.png,1
8745,Ta01917.png,0
8424,Ta01278.png,0
6441,C__d4f2fce244828514bf8c70430b2a0924.png,6
7754,D__98219fb22c12607ef6291daa484f6559.png,5
14621,vwg-0688-0037.png,3
5662,C__7b51d7c150b25e78097acfdf8cccf2e1.png,5
8115,Ta00326.png,0
2176,A__f06b04b338777d8510cafa99eb71e339.png,7
11739,ave-0516-0013.png,3
15781,vwg-0970-0008.png,3
14395,vwg-0651-0001.png,3
12554,vwg-0065-0001.png,3
13118,vwg-0253-0009.png,3
11586,ave-0479-0016.png,3
10483,ave-0269-0010.png,3
14615,vwg-0688-0030.png,3
5109,C__3416084ab1591f3210b2f237d33a2b82.png,7
7544,D__79971fb8a3fbcb94c16b90df3a9b52bf.png,7
9934,ave-0197-0012.png,3
4234,B__d43c9766c421c96bd775056f524324ba.png,-1
15443,vwg-0852-0003.png,3
5677,C__7ced006921014f3cc0e5326c7d8cd93b.png,7
16229,vwg-1242-0010.png,3
1376,A__968504735ec43a9527e38413c39d0f0b.png,5
8417,Ta01253.png,0
9428,ave-0080-0008.png,3
11449,ave-0362-0036.png,3
11465,ave-0364-0005.png,3
265,A__1b3713064453f5043f3435db1ae21ed7.png,7
15365,vwg-0840-0001.png,3
9147,ave-0035-0009.png,3
4883,C__1894d97b5883b9b361aba72a2bb09b4e.png,1
11591,ave-0479-0021.png,3
10274,ave-0249-0021.png,3
12449,vwg-0042-0021.png,3
4240,B__d56727f1dfb5672477cec670c26512f5.png,-1
8639,Ta01712.png,0
8229,Ta00696.png,0
1578,A__abe34ea200b3d844906d636492f49ab8.png,7
16516,vwg-1269-0008.png,3
15353,vwg-0839-0003.png,3
9944,ave-0199-0003.png,3
9901,ave-0190-0018.png,3
16179,vwg-1237-0006.png,3
3468,B__80e2e38ebfe34e2bc9c1937d0a253515.png,2
6097,C__ae4152ad64240812eceef2970b68f6f9.png,6
5982,C__a2db1bb7a9a6d072299ad2cab820b732.png,1
13514,vwg-0425-0008.png,3
1044,A__6fbae53b5388763dfc4ab252312f9fee.png,-1
12966,vwg-0162-0007.png,3
2018,A__ddcb732ebd305c467d8c3239225a95c5.png,7
1949,A__d60f6147ff2ef1885931e8972cbe79eb.png,1
11990,ave-0544-0012.png,3
468,A__2ee9c0420afdce78285a2ae7b9c0708b.png,7
16025,vwg-1226-0009.png,3
5572,C__6fd35779da697104e877e41e0670af8c.png,7
14215,vwg-0615-0023.png,3
5798,C__8c70e4aa4a5c586e8d10707710221344.png,1
10892,ave-0315-0014.png,3
16053,vwg-1228-0007.png,3
8261,Ta00777.png,0
5437,C__5f1d8242ed42fa00fb51c11b16de1e84.png,7
14119,vwg-0597-0010.png,3
308,A__1fd671b58ace829e5701c8525c70e971.png,1
16486,vwg-1265-0015.png,3
14418,vwg-0652-0018.png,3
7418,D__6414be01677157ecb444096d856be77e.png,6
15976,vwg-1222-0019.png,3
11071,ave-0331-0002.png,3
13444,vwg-0412-0001.png,3
958,A__64c02a389018e3b720a6f060c1f44fb7.png,7
15453,vwg-0852-0019.png,3
14751,vwg-0713-0024.png,3
7266,D__47f136a58fcf7dd8032740e079bfbbba.png,-1
11220,ave-0344-0007.png,3
14171,vwg-0608-0042.png,3
10838,ave-0310-0010.png,3
4560,B__f33849cfc37ff15f9429d6734610d153.png,6
1597,A__ade5bfa8d6424427ddb1102370623b22.png,7
6282,C__c3b5f58352a741731bcffb062fa2cef8.png,2
5593,C__727bc34e475173418b0b3a7234eee2a2.png,7
16206,vwg-1238-0019.png,3
5363,C__565de57ed9b9916cb06f053f6453b4c0.png,-1
5400,C__5baab1a1db72e4fff53191e7eb1eec6d.png,-1
15969,vwg-1222-0012.png,3
10017,ave-0208-0001.png,3
5501,C__65a32616f64ddca44882e7e8fe342977.png,6
8513,Ta01453.png,0
11936,ave-0540-0094.png,3
15026,vwg-0785-0008.png,3
